Event ID,Block,Extrinsic ID,Time,Type,validator,fraction,slash_era
14702624-4,14702624,-,2023-03-18T23:14,staking (SlashReported),12BJ7EMWbr7fGVu2DspPtGbxCCdJUfAMVbJtCm6xPEf4WGiS,0,1020
14731270-2,14731270,-,2023-03-20T23:14,staking (SlashReported),1wcx1MBUQkmHL1ed4jMjo7U7eNNVvZjV7iVYedP7FEKqay6,0,1022
14803188-2,14803188,-,2023-03-25T23:14,staking (SlashReported),1sgm3kyLxWgNWfNMtvnZU7Ammbzhdwbo2TC4hgMPhP91n9M,0,1027
14975844-2,14975844,-,2023-04-06T23:14,staking (SlashReported),13XkGCa13arfw4FkH8MVsvshrHrA9GuKPANjZ7xnjKCSg9fM,0,1039
15004616-2,15004616,-,2023-04-08T23:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1041
15062193-2,15062193,-,2023-04-12T23:14,staking (SlashReported),14tcxHSTAiZf7M4vcLfFdGkGJFjfx6zDqds5QVyz2H24hKgG,0,1045
15191714-2,15191714,-,2023-04-21T23:14,staking (SlashReported),16ce9zrmiuAtdi9qv1tuiQ1RC1xR6y6NgnBcRtMoQeAobqpZ,0,1054
15340366-2,15340366,-,2023-05-02T07:14,staking (SlashReported),155tk9HmeJGsNZtA5LFasSCGZCdpAb2P2Gs6ej9JeP38sAww,0,1064
15349937-2,15349937,-,2023-05-02T23:14,staking (SlashReported),16Ar9KjX2LQf2CdTrTxbyxPjDNswhL7qPhnwcr8ocMynBRWo,0,1065
15378650-2,15378650,-,2023-05-04T23:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1067
15383419-3,15383419,-,2023-05-05T07:14,staking (SlashReported),15PJA4PKoCZ2eeuaoFpoAQikHX6nZB7oW4qFTRhKutzekn1L,0,1067
15680838-2,15680838,-,2023-05-25T23:14,staking (SlashReported),16HvKyV9B61hsop3ZY6pWYeV537S29kd9pb9FMrPzx49ym5X,0,1088
15695179-2,15695179,-,2023-05-26T23:14,staking (SlashReported),128iAScPNNZcoSXQuFp1VkgW376KqvZs61g9Y36MuUX78ZZ6,0,1089
15695179-4,15695179,-,2023-05-26T23:14,staking (SlashReported),14AvZYdYpbRprzbhNMLTpFxErfS62qvAfy9J6VMjFbtXB39M,0,1089
15723920-2,15723920,-,2023-05-28T23:14,staking (SlashReported),128iAScPNNZcoSXQuFp1VkgW376KqvZs61g9Y36MuUX78ZZ6,0,1091
15752667-2,15752667,-,2023-05-30T23:14,staking (SlashReported),128iAScPNNZcoSXQuFp1VkgW376KqvZs61g9Y36MuUX78ZZ6,0,1093
15767024-2,15767024,-,2023-05-31T23:14,staking (SlashReported),13S541dQ5NXFCxSBqFUFghkCfUU6LsZUVem7z2tfvsJwWFys,0,1094
15800600-2,15800600,-,2023-06-03T07:14,staking (SlashReported),1PhQxnCXTCfDVBw3Ttbxa6DZJujV3YNFYpi4mFfLHyGWXD9,0,1096
15810182-2,15810182,-,2023-06-03T23:14,staking (SlashReported),1sgm3kyLxWgNWfNMtvnZU7Ammbzhdwbo2TC4hgMPhP91n9M,0,1097
15824546-2,15824546,-,2023-06-04T23:14,staking (SlashReported),12DmPk8ZU1i7R5mUtk5Hmeb6sTyUMpXVuE8HnZ9nZpP1WNTV,0,1098
15860487-2,15860487,-,2023-06-07T11:14,staking (SlashReported),13EEEhiXeCFpFjVQxmjJsHjr9LFvnAurcnwQ1FDgB5LmJwQp,0,1100
15925245-2,15925245,-,2023-06-11T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1105
15970774-2,15970774,-,2023-06-15T03:14,staking (SlashReported),16aThbzrsb2ohiLXJLqN8jLST6JgUPRi3BqyHxUW4yVHBQ44,0,1108
15982731-2,15982731,-,2023-06-15T23:14,staking (SlashReported),13AxLFBLRACDWzjqEQn3YhHH2iErmyj3kC1HivYiSahkN2Fh,0,1109
15987505-3,15987505,-,2023-06-16T07:14,staking (SlashReported),1657q1KAuK2aebVc5pSNkuZ2gPMNY6y6vDMLQANdakXnwQ1W,0,1109
15987505-5,15987505,-,2023-06-16T07:14,staking (SlashReported),16HvKyV9B61hsop3ZY6pWYeV537S29kd9pb9FMrPzx49ym5X,0,1109
16025811-4,16025811,-,2023-06-18T23:14,staking (SlashReported),162Cw32opH6PQRLU1dcLVgkvgC3EWrTFZQfjCK9kbuFYZ76p,0,1112
16025811-2,16025811,-,2023-06-18T23:14,staking (SlashReported),159ig1wCFX7zinhLyrkep45oqisLCGNMUTCuZJWaMqRdNLLv,0,1112
16140826-2,16140826,-,2023-06-26T23:14,staking (SlashReported),13wroNHV6aJEkUFJEx4NYv7kv5vgq4HypLAPSz347VVQbYj3,0,1120
16239114-4,16239114,-,2023-07-03T19:14,staking (SlashReported),12iqwZGB2sguEhjFi2ZRuWWixU8mHJnSiP1pwDefqGsBy4rV,0,1126
16342258-2,16342258,-,2023-07-10T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1134
16414191-2,16414191,-,2023-07-15T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1139
16471718-2,16471718,-,2023-07-19T23:14,staking (SlashReported),131Qzz7SvHUn7zdDAt2jFZmzVsP2KkoiDWLZa9N7FivGTXpB,0,1143
16680318-2,16680318,-,2023-08-03T11:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1157
16685095-2,16685095,-,2023-08-03T19:14,staking (SlashReported),12eVBx2xjVFzHyyGVHCqEQMp2yntKiSzE2JuGYM1kQAjVKzu,0,1157
16716278-2,16716278,-,2023-08-05T23:14,staking (SlashReported),168xfZuHXv13uyrVV2vADpuMa4B3kAtj11gRNHA8YKRH9xuW,0,1160
16730660-2,16730660,-,2023-08-06T23:14,staking (SlashReported),12eVBx2xjVFzHyyGVHCqEQMp2yntKiSzE2JuGYM1kQAjVKzu,0,1161
16773822-2,16773822,-,2023-08-09T23:14,staking (SlashReported),12DmPk8ZU1i7R5mUtk5Hmeb6sTyUMpXVuE8HnZ9nZpP1WNTV,0,1164
16802564-2,16802564,-,2023-08-11T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1166
16831293-2,16831293,-,2023-08-13T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1168
16845647-2,16845647,-,2023-08-14T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1169
16927188-2,16927188,-,2023-08-20T15:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1174
17114168-2,17114168,-,2023-09-02T15:14,staking (SlashReported),14DXNLsWfpf1RZ3eZSemHaitFh7WM6ZwswJUVLxqQhRvc2ui,0,1187
17118935-1,17118935,-,2023-09-02T23:14,staking (SlashReported),14DXNLsWfpf1RZ3eZSemHaitFh7WM6ZwswJUVLxqQhRvc2ui,0,1188
17250812-2,17250812,-,2023-09-12T03:14,staking (SlashReported),16WXKsa3jddMq8MTM671LQjUDYHprnrwEpZHyqCrwBTU3Vzk,0,1197
17377895-2,17377895,-,2023-09-20T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1206
17392200-4,17392200,-,2023-09-21T23:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1207
17392200-2,17392200,-,2023-09-21T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1207
17463892-4,17463892,-,2023-09-26T23:14,staking (SlashReported),12x3EG6dvZv9h3sLNaEFd4z2q8259tNgiEU6vismjrEZjbzN,0,1212
17463892-2,17463892,-,2023-09-26T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1212
17492605-2,17492605,-,2023-09-28T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1214
17564507-2,17564507,-,2023-10-03T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1219
17578861-2,17578861,-,2023-10-04T23:14,staking (SlashReported),1RJP5i7zuyBLtgGTMCD9oF8zQMTQvfc4zpKNsVxfvTKdHmr,0,1220
17708252-2,17708252,-,2023-10-13T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1229
17717802-3,17717802,-,2023-10-14T15:14,staking (SlashReported),12gp3USksqBBrThp7G3QYJ2Nw3JR2azFxqYgsSch4NyPFgN5,0,1229
17717802-5,17717802,-,2023-10-14T15:14,staking (SlashReported),14iwWDFGaqVagArviC9CMEPkREdNEvtR9aTfepv7r9FpUrSc,0,1229
17782561-2,17782561,-,2023-10-19T03:14,staking (SlashReported),15PPJX7PvSbN7k6FSVZ5wnjWiMcf3swyRu4rzBZMnuhP7Koj,0,1234
17816130-2,17816130,-,2023-10-21T11:14,staking (SlashReported),16fish7rrBhVnkmfQuiKUaPZGm8AiK2oGGJoTwrL4keeHbbe,0,1236
17837658-2,17837658,-,2023-10-22T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1238
17923808-2,17923808,-,2023-10-28T23:14,staking (SlashReported),13Hp4FEF7z7famvakw8cgioHqDxcnhnyQkvd1jF4dxn7cayG,0,1244
17981358-2,17981358,-,2023-11-01T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1248
18010107-2,18010107,-,2023-11-03T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1250
18038867-2,18038867,-,2023-11-05T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1252
18055613-2,18055613,-,2023-11-07T03:14,staking (SlashReported),12x3EG6dvZv9h3sLNaEFd4z2q8259tNgiEU6vismjrEZjbzN,0,1253
18058000-2,18058000,-,2023-11-07T07:14,staking (SlashReported),153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,0,1253
18110741-2,18110741,-,2023-11-10T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1257
18139487-2,18139487,-,2023-11-12T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1259
18151416-2,18151416,-,2023-11-13T19:14,staking (SlashReported),1StVBqjDJKogQTsLioHC44iFch1cEAv2jcpsnvsy5buBtUE,0,1259
18151416-5,18151416,-,2023-11-13T19:14,staking (SlashReported),12713bbq45c66CN9AD7yusSXWE1kY91DcMpjVcB2rXqZKy2w,0,1259
18153811-2,18153811,-,2023-11-13T23:14,staking (SlashReported),12713bbq45c66CN9AD7yusSXWE1kY91DcMpjVcB2rXqZKy2w,0,1260
18160982-2,18160982,-,2023-11-14T11:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1260
18165754-3,18165754,-,2023-11-14T19:14,staking (SlashReported),14VsdLMt7eH66aZFM13imSjFriYGU84bwPNZb99qNVhKuYSC,0,1260
18168145-2,18168145,-,2023-11-14T23:14,staking (SlashReported),14VsdLMt7eH66aZFM13imSjFriYGU84bwPNZb99qNVhKuYSC,0,1261
18170538-2,18170538,-,2023-11-15T03:14,staking (SlashReported),14x97B47NEi8v1dSBPYobQDwe44U5Xj5RGATWpihQCyXcSX4,0,1261
18175327-2,18175327,-,2023-11-15T11:14,staking (SlashReported),124X3VPduasSodAjS6MPd5nEqM8SUdKN5taMUUPtkWqF1fVf,0,1261
18196883-2,18196883,-,2023-11-16T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1263
18199260-5,18199260,-,2023-11-17T03:14,staking (SlashReported),15u9KTyZzjVQJaCVmAPhFNjwyyS7aHjb6m5Exa22fRXQpTp6,0,1263
18199260-3,18199260,-,2023-11-17T03:14,staking (SlashReported),14AakQ4jAmr2ytcrhfmaiHMpj5F9cR6wK1jRrdfC3N1oTbUz,0,1263
18211190-2,18211190,-,2023-11-17T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1264
18297507-2,18297507,-,2023-11-23T23:14,staking (SlashReported),14AakQ4jAmr2ytcrhfmaiHMpj5F9cR6wK1jRrdfC3N1oTbUz,0,1270
18302276-1,18302276,-,2023-11-24T07:14,staking (SlashReported),1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih,0,1270
18311792-2,18311792,-,2023-11-24T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1271
18311792-6,18311792,-,2023-11-24T23:14,staking (SlashReported),14fJ6M6n36La68RVZaWrpkki1DfWuLp1L7hALxeCYeNSu7vG,0,1271
18311792-4,18311792,-,2023-11-24T23:14,staking (SlashReported),14AakQ4jAmr2ytcrhfmaiHMpj5F9cR6wK1jRrdfC3N1oTbUz,0,1271
18412458-2,18412458,-,2023-12-01T23:14,staking (SlashReported),1D51dxpuGv1mWxstx7ERWyEWieLHSeQ8NBVX7VxkxT5PuKg,0,1278
18455614-2,18455614,-,2023-12-04T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1281
18474762-2,18474762,-,2023-12-06T07:14,staking (SlashReported),12dGS1zjyiUqj7GuxDDwv9i72RMye1mT7tSWNaSx7QVeJ32H,0,1282
18491524-2,18491524,-,2023-12-07T11:14,staking (SlashReported),13uvDxdd6LUNp1WWzM3xbch7q1DFfAaqRaQE5bo5QG7RGqt,0,1283
18498708-2,18498708,-,2023-12-07T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1284
18527428-2,18527428,-,2023-12-09T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1286
18553746-2,18553746,-,2023-12-11T19:14,staking (SlashReported),124X3VPduasSodAjS6MPd5nEqM8SUdKN5taMUUPtkWqF1fVf,0,1287
18599262-2,18599262,-,2023-12-14T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1291
18604032-3,18604032,-,2023-12-15T07:14,staking (SlashReported),153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,0,1291
18706684-2,18706684,-,2023-12-22T11:14,staking (SlashReported),14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV,0,1298
18723311-2,18723311,-,2023-12-23T15:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1299
18728067-1,18728067,-,2023-12-23T23:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1300
18749539-2,18749539,-,2023-12-25T11:14,staking (SlashReported),13xN9Mw1Xif5VTd9RdVEjaYjPsZAZeSKbukuDVHzxAjGjJ1Q,0,1301
18751917-2,18751917,-,2023-12-25T15:14,staking (SlashReported),13Ybj8CPEArUee78DxUAP9yX3ABmFNVQME1ZH4w8HVncHGzc,0,1301
18756690-2,18756690,-,2023-12-25T23:14,staking (SlashReported),14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV,0,1302
18759069-2,18759069,-,2023-12-26T03:14,staking (SlashReported),14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ,0,1302
18799568-2,18799568,-,2023-12-28T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1305
18799568-4,18799568,-,2023-12-28T23:14,staking (SlashReported),15N2nvyikmU96F5wE919Gc6YLAKGtL6NoQ5ixKLeLp4T4LBV,0,1305
18816201-2,18816201,-,2023-12-30T03:14,staking (SlashReported),13EEEhiXeCFpFjVQxmjJsHjr9LFvnAurcnwQ1FDgB5LmJwQp,0,1306
18832812-4,18832812,-,2023-12-31T07:14,staking (SlashReported),12TaRwyKkyiAc2hMGqfYAwNcrWyXBfne7teFbvkiuufNzuwb,0,1307
18832812-6,18832812,-,2023-12-31T07:14,staking (SlashReported),13N8fKHJDQpA4tAjW52iCsbPMaJHpw8aXfZMWoyfJWjUcDcP,0,1307
18832812-8,18832812,-,2023-12-31T07:14,staking (SlashReported),13twvNBcVq7dHRKuUgWB8MTEvKHNchoTMfShKuPzEB9sNFXN,0,1307
18832812-10,18832812,-,2023-12-31T07:14,staking (SlashReported),13xUAQ2pNrddNgLyPz6agvSrwnbmUaviXLXNnQxNfk39AyzV,0,1307
18832812-12,18832812,-,2023-12-31T07:14,staking (SlashReported),15QAsdJBhMQB7jL9bTVtQPNB5FUJW7igqw8Sq8eqtP51K4hL,0,1307
18832812-14,18832812,-,2023-12-31T07:14,staking (SlashReported),15SLZCze9J5Fi2Z6gBtP3mtAgUs7fzo8muWZPeqkiaMXCVz2,0,1307
18832812-16,18832812,-,2023-12-31T07:14,staking (SlashReported),15uQxHKoGbA15XZUEtDXrD7ghh6G1QoCVYekkZKMgEhpeQmA,0,1307
18832812-18,18832812,-,2023-12-31T07:14,staking (SlashReported),16LT2rsgKqaadjeGwfdhLDM6xEBjRHP1QN1ZeuBjMRnigLwE,0,1307
18832812-2,18832812,-,2023-12-31T07:14,staking (SlashReported),1zijcwLdu95adCJU7yjpHeZfoHZvSq1ANURorAwFH36mnis,0,1307
18913816-2,18913816,-,2024-01-05T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1313
18942365-2,18942365,-,2024-01-07T23:14,staking (SlashReported),13rZgg46apBJer3VgiSTzawg6fhyawfZPkFPuNYAQ6vuYt7F,0,1315
19013812-2,19013812,-,2024-01-12T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1320
19042395-2,19042395,-,2024-01-14T23:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1322
19059041-1,19059041,-,2024-01-16T03:14,staking (SlashReported),126RwaHn4MDekLWfUYfiqcVbiQHapwDSAT9vZZS15HLqfDJh,0,1323
19085249-2,19085249,-,2024-01-17T23:14,staking (SlashReported),1ArdZJtNUrZsfidfn1t69xHaSWwzf6PQNdLEUpcnVmbkZc5,0,1325
19128138-2,19128138,-,2024-01-20T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1328
19128138-4,19128138,-,2024-01-20T23:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1328
19142367-2,19142367,-,2024-01-21T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1329
19144748-3,19144748,-,2024-01-22T03:14,staking (SlashReported),15wnPRex2QwgWNCMRVSqgqp2syDn8Gf6LPGGabRhA8zoohpt,0,1329
19156652-2,19156652,-,2024-01-22T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1330
19170938-2,19170938,-,2024-01-23T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1331
19185220-2,19185220,-,2024-01-24T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1332
19199471-2,19199471,-,2024-01-25T23:14,staking (SlashReported),13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,0,1333
19199471-4,19199471,-,2024-01-25T23:14,staking (SlashReported),14rqNrqMwNK9YA1BSqRStNBUqGgwxKdysoL4dNQ8GH8LRcrq,0,1333
19199471-6,19199471,-,2024-01-25T23:14,staking (SlashReported),16VVhErhwncZjgz6Mgx391G8jbHaXspBNLh8Q3V5WK1vWF9J,0,1333
19199471-8,19199471,-,2024-01-25T23:14,staking (SlashReported),16hzCDgyqnm1tskDccVWqxDVXYDLgdrrpC4Guxu3gPgLe5ib,0,1333
19220864-2,19220864,-,2024-01-27T11:14,staking (SlashReported),15MUBwP6dyVw5CXF9PjSSv7SdXQuDSwjX86v1kBodCSWVR7c,0,1334
19242290-2,19242290,-,2024-01-28T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1336
19256570-2,19256570,-,2024-01-29T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1337
19313760-4,19313760,-,2024-02-02T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1341
19399632-2,19399632,-,2024-02-08T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1347
19413917-4,19413917,-,2024-02-09T23:14,staking (SlashReported),16Azn2dohPGbCLiyZfGt5eULZQW5AVi6A5oqqeqKw5e5tRMV,0,1348
19413917-2,19413917,-,2024-02-09T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1348
19456797-2,19456797,-,2024-02-12T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1351
19471053-2,19471053,-,2024-02-13T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1352
